submission_date,Week,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths,,,State,Week no.,Total new Covid Cases
6/20/2021,25,OR,"206,774","206,774",0,262,0,"2,754","2,754",0,3,0,6/21/2021 16:43,Agree,Agree,,,,,
6/19/2021,25,OR,"206,512","206,512",0,262,0,"2,751","2,751",0,3,0,6/18/2021 13:48,Agree,Agree,,,,,
6/18/2021,25,OR,"206,250","206,250",0,262,0,"2,748","2,748",0,3,0,6/18/2021 13:48,Agree,Agree,,,,,
6/17/2021,24,OR,"205,988","205,988",0,290,0,"2,745","2,745",0,1,0,6/18/2021 13:48,Agree,Agree,,,,,
6/16/2021,24,OR,"205,698","205,698",0,239,0,"2,744","2,744",0,7,0,6/17/2021 14:38,Agree,Agree,,,,,
6/15/2021,24,OR,"205,459","205,459",0,305,0,"2,737","2,737",0,7,0,6/16/2021 15:10,Agree,Agree,,,,,
6/14/2021,24,OR,"205,154","205,154",0,125,0,"2,730","2,730",0,0,0,6/15/2021 14:44,Agree,Agree,,,,,
6/13/2021,24,OR,"205,029","205,029",0,164,0,"2,730","2,730",0,1,0,6/14/2021 15:07,Agree,Agree,,,,,
6/12/2021,24,OR,"204,865","204,865",0,278,0,"2,729","2,729",0,3,0,6/13/2021 13:40,Agree,Agree,,,,,
6/11/2021,24,OR,"204,587","204,587",0,296,0,"2,726","2,726",0,0,0,6/12/2021 14:13,Agree,Agree,,,,,
6/10/2021,23,OR,"204,291","204,291",0,358,0,"2,726","2,726",0,10,0,6/11/2021 14:20,Agree,Agree,,,,,
6/9/2021,23,OR,"203,933","203,933",0,262,0,"2,716","2,716",0,16,0,6/10/2021 14:48,Agree,Agree,,,,,
6/8/2021,23,OR,"203,671","203,671",0,297,0,"2,700","2,700",0,6,0,6/9/2021 14:26,Agree,Agree,,,,,
6/7/2021,23,OR,"203,374","203,374",0,122,0,"2,694","2,694",0,0,0,6/8/2021 15:05,Agree,Agree,,,,,
6/6/2021,23,OR,"203,252","203,252",0,257,0,"2,694","2,694",0,3,0,6/7/2021 14:36,Agree,Agree,,,,,
6/5/2021,23,OR,"202,995","202,995",0,320,0,"2,691","2,691",0,5,0,6/6/2021 13:36,Agree,Agree,,,,,
6/4/2021,23,OR,"202,675","202,675",0,428,0,"2,686","2,686",0,3,0,6/5/2021 13:49,Agree,Agree,,,,,
6/3/2021,22,OR,"202,247","202,247",0,251,0,"2,683","2,683",0,7,0,6/4/2021 14:56,Agree,Agree,,,,,
6/2/2021,22,OR,"201,996","201,996",0,347,0,"2,676","2,676",0,2,0,6/3/2021 15:22,Agree,Agree,,,,,
6/1/2021,22,OR,"201,649","201,649",0,174,0,"2,674","2,674",0,3,0,6/2/2021 14:35,Agree,Agree,,,,,
5/31/2021,22,OR,"201,475","201,475",0,215,0,"2,671","2,671",0,3,0,6/1/2021 15:18,Agree,Agree,,,,,
5/30/2021,22,OR,"201,260","201,260",0,256,0,"2,668","2,668",0,2,0,5/31/2021 13:43,Agree,Agree,,,,,
5/29/2021,22,OR,"201,004","201,004",0,372,0,"2,666","2,666",0,1,0,5/30/2021 13:32,Agree,Agree,,,,,
5/28/2021,22,OR,"200,632","200,632",0,422,0,"2,665","2,665",0,5,0,5/29/2021 13:33,Agree,Agree,,,,,
5/27/2021,21,OR,"200,210","200,210",0,426,0,"2,660","2,660",0,21,0,5/28/2021 13:29,Agree,Agree,,,,,
5/26/2021,21,OR,"199,784","199,784",0,393,0,"2,639","2,639",0,11,0,5/27/2021 13:41,Agree,Agree,,,,,
5/25/2021,21,OR,"199,391","199,391",0,419,0,"2,628","2,628",0,4,0,5/26/2021 13:48,Agree,Agree,,,,,
5/24/2021,21,OR,"198,972","198,972",0,283,0,"2,624","2,624",0,2,0,5/25/2021 14:17,Agree,Agree,,,,,
5/23/2021,21,OR,"198,689","198,689",0,333,0,"2,622","2,622",0,4,0,5/24/2021 13:46,Agree,Agree,,,,,
5/22/2021,21,OR,"198,356","198,356",0,505,0,"2,618","2,618",0,5,0,5/23/2021 13:37,Agree,Agree,,,,,
5/21/2021,21,OR,"197,851","197,851",0,495,0,"2,613","2,613",0,7,0,5/22/2021 18:59,Agree,Agree,,,,,
5/20/2021,20,OR,"197,356","197,356",0,569,0,"2,606","2,606",0,5,0,5/21/2021 14:08,Agree,Agree,,,,,
5/19/2021,20,OR,"196,787","196,787",0,397,0,"2,601","2,601",0,7,0,5/20/2021 15:08,Agree,Agree,,,,,
5/18/2021,20,OR,"196,390","196,390",0,508,0,"2,594","2,594",0,4,0,5/19/2021 14:37,Agree,Agree,,,,,
5/17/2021,20,OR,"195,882","195,882",0,198,0,"2,590","2,590",0,3,0,5/18/2021 14:26,Agree,Agree,,,,,
5/16/2021,20,OR,"195,684","195,684",0,505,0,"2,587","2,587",0,2,0,5/17/2021 14:13,Agree,Agree,,,,,
5/15/2021,20,OR,"195,179","195,179",0,637,0,"2,585","2,585",0,3,0,5/16/2021 13:46,Agree,Agree,,,,,
5/14/2021,20,OR,"194,542","194,542",0,810,0,"2,582","2,582",0,10,0,5/15/2021 13:54,Agree,Agree,,,,,
5/13/2021,19,OR,"193,732","193,732",0,718,0,"2,572","2,572",0,13,0,5/14/2021 14:07,Agree,Agree,,,,,
5/12/2021,19,OR,"193,014","193,014",0,598,0,"2,559","2,559",0,10,0,5/13/2021 14:28,Agree,Agree,,,,,
5/11/2021,19,OR,"192,416","192,416",0,642,0,"2,549","2,549",0,16,0,5/12/2021 14:33,Agree,Agree,,,,,
5/10/2021,19,OR,"191,774","191,774",0,369,0,"2,533","2,533",0,3,0,5/11/2021 13:53,Agree,Agree,,,,,
5/9/2021,19,OR,"191,405","191,405",0,601,0,"2,530","2,530",0,2,0,5/10/2021 14:15,Agree,Agree,,,,,
5/8/2021,19,OR,"190,804","190,804",0,818,0,"2,528","2,528",0,6,0,5/9/2021 13:43,Agree,Agree,,,,,
5/7/2021,19,OR,"189,986","189,986",0,824,0,"2,522","2,522",0,8,0,5/8/2021 13:45,Agree,Agree,,,,,
5/6/2021,18,OR,"189,162","189,162",0,745,0,"2,514","2,514",0,5,0,5/7/2021 13:36,Agree,Agree,,,,,
5/5/2021,18,OR,"188,417","188,417",0,806,0,"2,509","2,509",0,1,0,5/6/2021 14:14,Agree,Agree,,,,,
5/4/2021,18,OR,"187,611","187,611",0,734,0,"2,508","2,508",0,6,0,5/5/2021 14:14,Agree,Agree,,,,,
5/3/2021,18,OR,"186,877","186,877",0,533,0,"2,502","2,502",0,1,0,5/4/2021 14:00,Agree,Agree,,,,,
5/2/2021,18,OR,"186,344","186,344",0,747,0,"2,501","2,501",0,3,0,5/3/2021 13:58,Agree,Agree,,,,,
5/1/2021,18,OR,"185,597","185,597",0,785,0,"2,498","2,498",0,3,0,5/2/2021 14:13,Agree,Agree,,,,,
4/30/2021,18,OR,"184,812","184,812",0,982,0,"2,495","2,495",0,4,0,5/1/2021 13:43,Agree,Agree,,,,,
4/29/2021,17,OR,"183,830","183,830",0,914,0,"2,491","2,491",0,1,0,4/30/2021 13:40,Agree,Agree,,,,,
4/28/2021,17,OR,"182,916","182,916",0,876,0,"2,490","2,490",0,2,0,4/29/2021 13:47,Agree,Agree,,,,,
4/27/2021,17,OR,"182,040","182,040",0,719,0,"2,488","2,488",0,2,0,4/28/2021 15:20,Agree,Agree,,,,,
4/26/2021,17,OR,"181,321","181,321",0,621,0,"2,486","2,486",0,1,0,4/27/2021 13:56,Agree,Agree,,,,,
4/25/2021,17,OR,"180,700","180,700",0,770,0,"2,485","2,485",0,1,0,4/26/2021 13:45,Agree,Agree,,,,,
4/24/2021,17,OR,"179,930","179,930",0,810,0,"2,484","2,484",0,8,0,4/25/2021 13:42,Agree,Agree,,,,,
4/23/2021,17,OR,"179,120","179,120",0,"1,010",0,"2,476","2,476",0,9,0,4/24/2021 14:22,Agree,Agree,,,,,
4/22/2021,16,OR,"178,110","178,110",0,976,0,"2,467","2,467",0,1,0,4/23/2021 13:57,Agree,Agree,,,,,
4/21/2021,16,OR,"177,134","177,134",0,977,0,"2,466","2,466",0,6,0,4/22/2021 13:56,Agree,Agree,,,,,
4/20/2021,16,OR,"176,157","176,157",0,565,0,"2,460","2,460",0,0,0,4/21/2021 14:12,Agree,Agree,,,,,
4/19/2021,16,OR,"175,592","175,592",0,471,0,"2,460","2,460",0,0,0,4/20/2021 14:59,Agree,Agree,,,,,
4/18/2021,16,OR,"175,121","175,121",0,620,0,"2,460","2,460",0,0,0,4/19/2021 15:04,Agree,Agree,,,,,
4/17/2021,16,OR,"174,501","174,501",0,875,0,"2,460","2,460",0,3,0,4/18/2021 13:41,Agree,Agree,,,,,
4/16/2021,16,OR,"173,626","173,626",0,695,0,"2,457","2,457",0,2,0,4/17/2021 13:58,Agree,Agree,,,,,
4/15/2021,15,OR,"172,931","172,931",0,725,0,"2,455","2,455",0,6,0,4/16/2021 14:12,Agree,Agree,,,,,
4/14/2021,15,OR,"172,206","172,206",0,808,0,"2,449","2,449",0,3,0,4/15/2021 13:58,Agree,Agree,,,,,
4/13/2021,15,OR,"171,398","171,398",0,548,0,"2,446","2,446",0,5,0,4/14/2021 14:34,Agree,Agree,,,,,
4/12/2021,15,OR,"170,850","170,850",0,282,0,"2,441","2,441",0,1,0,4/13/2021 14:00,Agree,Agree,,,,,
4/11/2021,15,OR,"170,568","170,568",0,483,0,"2,440","2,440",0,0,0,4/12/2021 13:39,Agree,Agree,,,,,
4/10/2021,15,OR,"170,085","170,085",0,747,0,"2,440","2,440",0,0,0,4/11/2021 13:50,Agree,Agree,,,,,
4/9/2021,15,OR,"169,338","169,338",0,543,0,"2,440","2,440",0,1,0,4/10/2021 13:45,Agree,Agree,,,,,
4/8/2021,14,OR,"168,795","168,795",0,667,0,"2,439","2,439",0,5,0,4/9/2021 14:11,Agree,Agree,,,,,
4/7/2021,14,OR,"168,128","168,128",0,470,0,"2,434","2,434",0,7,0,4/8/2021 13:46,Agree,Agree,,,,,
4/6/2021,14,OR,"167,658","167,658",0,530,0,"2,427","2,427",0,33,0,4/7/2021 14:25,Agree,Agree,,,,,
4/5/2021,14,OR,"167,128","167,128",0,246,0,"2,394","2,394",0,2,0,4/6/2021 13:43,Agree,Agree,,,,,
4/4/2021,14,OR,"166,882","166,882",0,402,0,"2,392","2,392",0,1,0,4/5/2021 13:43,Agree,Agree,,,,,
4/3/2021,14,OR,"166,480","166,480",0,467,0,"2,391","2,391",0,6,0,4/4/2021 13:43,Agree,Agree,,,,,
4/2/2021,14,OR,"166,013","166,013",0,489,0,"2,385","2,385",0,0,0,4/3/2021 13:51,Agree,Agree,,,,,
4/1/2021,13,OR,"165,524","165,524",0,512,0,"2,385","2,385",0,2,0,4/2/2021 13:56,Agree,Agree,,,,,
3/31/2021,13,OR,"165,012","165,012",0,442,0,"2,383","2,383",0,2,0,4/1/2021 14:13,Agree,Agree,,,,,
3/30/2021,13,OR,"164,570","164,570",0,406,0,"2,381","2,381",0,6,0,3/31/2021 14:08,Agree,Agree,,,,,
3/29/2021,13,OR,"164,164","164,164",0,212,0,"2,375","2,375",0,0,0,3/30/2021 14:06,Agree,Agree,,,,,
3/28/2021,13,OR,"163,952","163,952",0,250,0,"2,375","2,375",0,0,0,3/29/2021 13:48,Agree,Agree,,,,,
3/27/2021,13,OR,"163,702","163,702",0,407,0,"2,375","2,375",0,2,0,3/28/2021 13:52,Agree,Agree,,,,,
3/26/2021,13,OR,"163,295","163,295",0,489,0,"2,373","2,373",0,3,0,3/27/2021 14:01,Agree,Agree,,,,,
3/25/2021,12,OR,"162,806","162,806",0,421,0,"2,370","2,370",0,2,0,3/26/2021 14:14,Agree,Agree,,,,,
3/24/2021,12,OR,"162,385","162,385",0,369,0,"2,368","2,368",0,1,0,3/25/2021 14:25,Agree,Agree,,,,,
3/23/2021,12,OR,"162,016","162,016",0,310,0,"2,367","2,367",0,2,0,3/24/2021 14:16,Agree,Agree,,,,,
3/22/2021,12,OR,"161,706","161,706",0,175,0,"2,365","2,365",0,2,0,3/23/2021 14:05,Agree,Agree,,,,,
3/21/2021,12,OR,"161,531","161,531",0,211,0,"2,363","2,363",0,1,0,3/22/2021 13:57,Agree,Agree,,,,,
3/20/2021,12,OR,"161,320","161,320",0,326,0,"2,362","2,362",0,5,0,3/21/2021 13:54,Agree,Agree,,,,,
3/19/2021,12,OR,"160,994","160,994",0,372,0,"2,357","2,357",0,4,0,3/20/2021 14:03,Agree,Agree,,,,,
3/18/2021,11,OR,"160,622","160,622",0,336,0,"2,353","2,353",0,4,0,3/19/2021 14:25,Agree,Agree,,,,,
3/17/2021,11,OR,"160,286","160,286",0,236,0,"2,349","2,349",0,3,0,3/18/2021 14:01,Agree,Agree,,,,,
3/16/2021,11,OR,"160,050","160,050",0,262,0,"2,346","2,346",0,22,0,3/17/2021 14:24,Agree,Agree,,,,,
3/15/2021,11,OR,"159,788","159,788",0,171,0,"2,324","2,324",0,2,0,3/16/2021 14:12,Agree,Agree,,,,,
3/14/2021,11,OR,"159,617","159,617",0,225,0,"2,322","2,322",0,0,0,3/15/2021 14:03,Agree,Agree,,,,,
3/13/2021,11,OR,"159,392","159,392",0,355,0,"2,322","2,322",0,3,0,3/14/2021 13:53,Agree,Agree,,,,,
3/12/2021,11,OR,"159,037","159,037",0,393,0,"2,319","2,319",0,3,0,3/13/2021 15:19,Agree,Agree,,,,,
3/11/2021,10,OR,"158,644","158,644",0,353,0,"2,316","2,316",0,11,0,3/12/2021 15:20,Agree,Agree,,,,,
3/10/2021,10,OR,"158,291","158,291",0,284,0,"2,305","2,305",0,2,0,3/11/2021 15:36,Agree,Agree,,,,,
3/9/2021,10,OR,"158,007","158,007",0,492,0,"2,303","2,303",0,5,0,3/10/2021 14:58,Agree,Agree,,,,,
3/8/2021,10,OR,"157,515","157,515",0,230,0,"2,298","2,298",0,2,0,3/9/2021 14:47,Agree,Agree,,,,,
3/7/2021,10,OR,"157,285","157,285",0,206,0,"2,296","2,296",0,0,0,3/8/2021 14:47,Agree,Agree,,,,,
3/6/2021,10,OR,"157,079","157,079",0,195,"-1,720","2,296","2,296",0,3,-15,3/7/2021 14:51,Agree,Agree,,,,,
3/5/2021,10,OR,"156,884","155,164","1,720",211,0,"2,293","2,278",15,9,0,3/6/2021 15:08,Agree,Agree,,,,,
3/4/2021,9,OR,"156,673","154,953","1,720",386,0,"2,284","2,269",15,32,0,3/5/2021 16:11,Agree,Agree,,,,,
3/3/2021,9,OR,"156,287","154,567","1,720",250,0,"2,252","2,237",15,27,0,3/4/2021 15:08,Agree,Agree,,,,,
3/2/2021,9,OR,"156,037","154,317","1,720",250,0,"2,225","2,210",15,13,0,3/3/2021 15:20,Agree,Agree,,,,,
3/1/2021,9,OR,"155,787","154,067","1,720",190,0,"2,212","2,197",15,4,0,3/2/2021 14:54,Agree,Agree,,,,,
2/28/2021,9,OR,"155,597","153,877","1,720",282,0,"2,208","2,193",15,0,0,3/1/2021 15:21,Agree,Agree,,,,,
2/27/2021,9,OR,"155,315","153,595","1,720",437,0,"2,208","2,193",15,2,0,2/28/2021 14:48,Agree,Agree,,,,,
2/26/2021,9,OR,"154,878","153,158","1,720",324,0,"2,206","2,191",15,2,0,2/27/2021 14:51,Agree,Agree,,,,,
2/25/2021,8,OR,"154,554","152,834","1,720",492,0,"2,204","2,189",15,10,0,2/26/2021 15:02,Agree,Agree,,,,,
2/24/2021,8,OR,"154,062","152,342","1,720",417,0,"2,194","2,179",15,32,0,2/25/2021 14:54,Agree,Agree,,,,,
2/23/2021,8,OR,"153,645","151,925","1,720",511,0,"2,162","2,147",15,7,0,2/24/2021 14:56,Agree,Agree,,,,,
2/22/2021,8,OR,"153,134","151,414","1,720",316,0,"2,155","2,140",15,0,0,2/23/2021 14:51,Agree,Agree,,,,,
2/21/2021,8,OR,"152,818","151,098","1,720",107,0,"2,155","2,140",15,1,0,2/22/2021 14:53,Agree,Agree,,,,,
2/20/2021,8,OR,"152,711","150,991","1,720",521,0,"2,154","2,139",15,5,0,2/21/2021 14:57,Agree,Agree,,,,,
2/19/2021,8,OR,"152,190","150,470","1,720",477,0,"2,149","2,134",15,0,0,2/20/2021 14:45,Agree,Agree,,,,,
2/18/2021,7,OR,"151,713","149,993","1,720",456,0,"2,149","2,134",15,6,0,2/19/2021 15:33,Agree,Agree,,,,,
2/17/2021,7,OR,"151,257","149,537","1,720",382,0,"2,143","2,128",15,5,0,2/18/2021 14:43,Agree,Agree,,,,,
2/16/2021,7,OR,"150,875","149,155","1,720",411,0,"2,138","2,123",15,1,0,2/17/2021 14:51,Agree,Agree,,,,,
2/15/2021,7,OR,"150,464","148,744","1,720",183,0,"2,137","2,122",15,0,0,2/16/2021 14:53,Agree,Agree,,,,,
2/14/2021,7,OR,"150,281","148,561","1,720",247,0,"2,137","2,122",15,0,0,2/15/2021 14:46,Agree,Agree,,,,,
2/13/2021,7,OR,"150,034","148,314","1,720",458,0,"2,137","2,122",15,43,0,2/14/2021 14:51,Agree,Agree,,,,,
2/12/2021,7,OR,"149,576","147,856","1,720",494,0,"2,094","2,079",15,38,0,2/13/2021 14:50,Agree,Agree,,,,,
2/11/2021,6,OR,"149,082","147,362","1,720",607,0,"2,056","2,041",15,12,0,2/12/2021 14:56,Agree,Agree,,,,,
2/10/2021,6,OR,"148,475","146,755","1,720",543,0,"2,044","2,029",15,13,0,2/11/2021 14:50,Agree,Agree,,,,,
2/9/2021,6,OR,"147,932","146,212","1,720",513,0,"2,031","2,016",15,7,0,2/10/2021 14:52,Agree,Agree,,,,,
2/8/2021,6,OR,"147,419","145,699","1,720",297,0,"2,024","2,009",15,1,0,2/9/2021 15:24,Agree,Agree,,,,,
2/7/2021,6,OR,"147,122","145,402","1,720",381,0,"2,023","2,008",15,4,0,2/8/2021 14:53,Agree,Agree,,,,,
2/6/2021,6,OR,"146,741","145,021","1,720",604,0,"2,019","2,004",15,17,0,2/7/2021 14:46,Agree,Agree,,,,,
2/5/2021,6,OR,"146,137","144,417","1,720",817,0,"2,002","1,987",15,11,0,2/6/2021 16:05,Agree,Agree,,,,,
2/4/2021,5,OR,"145,320","143,600","1,720",715,0,"1,991","1,976",15,0,0,2/5/2021 14:54,Agree,Agree,,,,,
2/3/2021,5,OR,"144,605","142,885","1,720",627,0,"1,991","1,976",15,10,0,2/4/2021 14:53,Agree,Agree,,,,,
2/2/2021,5,OR,"143,978","142,258","1,720",605,0,"1,981","1,966",15,23,0,2/3/2021 14:55,Agree,Agree,,,,,
2/1/2021,5,OR,"143,373","141,653","1,720",957,0,"1,958","1,943",15,1,0,2/2/2021 14:51,Agree,Agree,,,,,
1/31/2021,5,OR,"142,416","140,696","1,720",0,0,"1,957","1,942",15,0,0,2/1/2021 14:50,Agree,Agree,,,,,
1/30/2021,5,OR,"142,416","140,696","1,720",687,0,"1,957","1,942",15,19,0,1/31/2021 14:48,Agree,Agree,,,,,
1/29/2021,5,OR,"141,729","140,009","1,720",946,0,"1,938","1,923",15,8,0,1/30/2021 14:43,Agree,Agree,,,,,
1/28/2021,4,OR,"140,783","139,063","1,720",720,0,"1,930","1,915",15,6,0,1/29/2021 14:42,Agree,Agree,,,,,
1/27/2021,4,OR,"140,063","138,343","1,720",708,0,"1,924","1,909",15,20,0,1/28/2021 14:49,Agree,Agree,,,,,
1/26/2021,4,OR,"139,355","137,635","1,720",768,0,"1,904","1,889",15,22,0,1/27/2021 14:53,Agree,Agree,,,,,
1/25/2021,4,OR,"138,587","136,867","1,720",419,0,"1,882","1,867",15,2,0,1/26/2021 14:46,Agree,Agree,,,,,
1/24/2021,4,OR,"138,168","136,448","1,720",568,0,"1,880","1,865",15,3,0,1/25/2021 14:42,Agree,Agree,,,,,
1/23/2021,4,OR,"137,600","135,880","1,720",761,0,"1,877","1,862",15,12,0,1/24/2021 14:36,Agree,Agree,,,,,
1/22/2021,4,OR,"136,839","135,119","1,720",866,0,"1,865","1,850",15,22,0,1/23/2021 14:50,Agree,Agree,,,,,
1/21/2021,3,OR,"135,973","134,253","1,720",831,0,"1,843","1,828",15,11,0,1/22/2021 14:51,Agree,Agree,,,,,
1/20/2021,3,OR,"135,142","133,422","1,720",674,0,"1,832","1,817",15,24,0,1/21/2021 14:44,Agree,Agree,,,,,
1/19/2021,3,OR,"134,468","132,748","1,720",617,0,"1,808","1,793",15,5,0,1/20/2021 14:44,Agree,Agree,,,,,
1/18/2021,3,OR,"133,851","132,131","1,720",646,0,"1,803","1,788",15,3,0,1/19/2021 14:37,Agree,Agree,,,,,
1/17/2021,3,OR,"133,205","131,485","1,720",793,0,"1,800","1,785",15,1,0,1/18/2021 14:39,Agree,Agree,,,,,
1/16/2021,3,OR,"132,412","130,692","1,720","1,154",0,"1,799","1,784",15,41,0,1/17/2021 15:43,Agree,Agree,,,,,
1/15/2021,3,OR,"131,258","129,538","1,720","1,012",0,"1,758","1,743",15,21,0,1/16/2021 14:46,Agree,Agree,,,,,
1/14/2021,2,OR,"130,246","128,526","1,720","1,137",0,"1,737","1,722",15,29,0,1/15/2021 14:46,Agree,Agree,,,,,
1/13/2021,2,OR,"129,109","127,389","1,720","1,329",0,"1,708","1,693",15,41,0,1/14/2021 15:12,Agree,Agree,,,,,
1/12/2021,2,OR,"127,780","126,060","1,720","1,173",0,"1,667","1,652",15,54,0,1/13/2021 14:44,Agree,Agree,,,,,
1/11/2021,2,OR,"126,607","124,887","1,720",924,0,"1,613","1,598",15,8,0,1/12/2021 14:48,Agree,Agree,,,,,
1/10/2021,2,OR,"125,683","123,963","1,720","1,207",0,"1,605","1,590",15,2,0,1/11/2021 15:01,Agree,Agree,,,,,
1/9/2021,2,OR,"124,476","122,756","1,720","1,629",0,"1,603","1,588",15,28,0,1/10/2021 16:10,Agree,Agree,,,,,
1/8/2021,2,OR,"122,847","121,127","1,720","1,762",0,"1,575","1,560",15,7,0,1/9/2021 15:26,Agree,Agree,,,,,
1/7/2021,1,OR,"121,085","119,365","1,720",862,0,"1,568","1,553",15,10,0,1/8/2021 15:56,Agree,Agree,,,,,
1/6/2021,1,OR,"120,223","118,503","1,720",735,0,"1,558","1,543",15,8,0,1/7/2021 14:56,Agree,Agree,,,,,
1/5/2021,1,OR,"119,488","117,768","1,720","1,035",0,"1,550","1,535",15,44,0,1/6/2021 14:58,Agree,Agree,,,,,
1/4/2021,1,OR,"118,453","116,733","1,720",708,0,"1,506","1,491",15,6,0,1/5/2021 15:00,Agree,Agree,,,,,
1/3/2021,1,OR,"117,745","116,025","1,720","1,397",0,"1,500","1,485",15,8,0,1/4/2021 14:55,Agree,Agree,,,,,
1/2/2021,1,OR,"116,348","114,628","1,720","2,439",0,"1,492","1,477",15,15,0,1/3/2021 14:53,Agree,Agree,,,,,
1/1/2021,1,OR,"113,909","112,189","1,720",0,0,"1,477","1,462",15,0,0,1/2/2021 14:50,Agree,Agree,,,,,
12/31/2020,53,OR,"113,909","112,189","1,720","1,649",0,"1,477","1,462",15,9,0,1/1/2021 14:49,Agree,Agree,,,,,
12/30/2020,53,OR,"112,260","110,540","1,720","1,033",0,"1,468","1,453",15,19,0,12/31/2020 14:55,Agree,Agree,,,,,
12/29/2020,53,OR,"111,227","109,507","1,720",682,0,"1,449","1,434",15,16,0,12/30/2020 14:56,Agree,Agree,,,,,
12/28/2020,53,OR,"110,545","108,825","1,720",820,0,"1,433","1,418",15,6,0,12/29/2020 14:56,Agree,Agree,,,,,
12/27/2020,53,OR,"109,725","108,005","1,720","1,399",0,"1,427","1,412",15,5,0,12/28/2020 14:42,Agree,Agree,,,,,
12/26/2020,53,OR,"108,326","106,606","1,720",608,0,"1,422","1,407",15,0,0,12/27/2020 14:44,Agree,Agree,,,,,
12/25/2020,53,OR,"107,718","105,998","1,720",897,0,"1,422","1,407",15,7,0,12/26/2020 14:34,Agree,Agree,,,,,
12/24/2020,52,OR,"106,821","105,101","1,720",851,0,"1,415","1,400",15,12,0,12/25/2020 14:25,Agree,Agree,,,,,
12/23/2020,52,OR,"105,970","104,250","1,720",897,0,"1,403","1,388",15,21,0,12/24/2020 14:31,Agree,Agree,,,,,
12/22/2020,52,OR,"105,073","103,353","1,720","1,318",0,"1,382","1,367",15,35,0,12/23/2020 14:36,Agree,Agree,,,,,
12/21/2020,52,OR,"103,755","102,035","1,720",825,0,"1,347","1,332",15,6,0,12/22/2020 14:35,Agree,Agree,,,,,
12/20/2020,52,OR,"102,930","101,210","1,720","1,116",0,"1,341","1,326",15,1,0,12/21/2020 14:39,Agree,Agree,,,,,
12/19/2020,52,OR,"101,814","100,094","1,720","1,506",0,"1,340","1,325",15,36,0,12/20/2020 14:32,Agree,Agree,,,,,
12/18/2020,52,OR,"100,308","98,588","1,720","1,372",0,"1,304","1,289",15,21,0,12/19/2020 14:42,Agree,Agree,,,,,
12/17/2020,51,OR,"98,936","97,216","1,720","1,314",0,"1,283","1,268",15,21,0,12/18/2020 14:45,Agree,Agree,,,,,
12/16/2020,51,OR,"97,622","95,902","1,720","1,530",0,"1,262","1,247",15,49,0,12/17/2020 14:33,Agree,Agree,,,,,
12/15/2020,51,OR,"96,092","94,372","1,720","1,082",0,"1,213","1,198",15,52,0,12/16/2020 14:28,Agree,Agree,,,,,
12/14/2020,51,OR,"95,010","93,290","1,720","1,157",0,"1,161","1,146",15,6,0,12/15/2020 14:39,Agree,Agree,,,,,
12/13/2020,51,OR,"93,853","92,133","1,720","1,014",0,"1,155","1,140",15,5,0,12/14/2020 14:36,Agree,Agree,,,,,
12/12/2020,51,OR,"92,839","91,119","1,720","1,419",0,"1,150","1,135",15,12,0,12/13/2020 14:31,Agree,Agree,,,,,
12/11/2020,51,OR,"91,420","89,700","1,720","1,582",0,"1,138","1,123",15,15,0,12/12/2020 14:59,Agree,Agree,,,,,
12/10/2020,50,OR,"89,838","88,118","1,720","1,551",0,"1,123","1,108",15,13,0,12/11/2020 15:06,Agree,Agree,,,,,
12/9/2020,50,OR,"88,287","86,567","1,720","1,205",0,"1,110","1,095",15,30,0,12/10/2020 14:50,Agree,Agree,,,,,
12/8/2020,50,OR,"87,082","85,362","1,720","1,294",0,"1,080","1,065",15,35,0,12/9/2020 14:45,Agree,Agree,,,,,
12/7/2020,50,OR,"85,788","84,068","1,720","1,292",0,"1,045","1,030",15,12,0,12/8/2020 14:59,Agree,Agree,,,,,
12/6/2020,50,OR,"84,496","82,776","1,720","1,253",0,"1,033","1,018",15,6,0,12/7/2020 14:38,Agree,Agree,,,,,
12/5/2020,50,OR,"83,243","81,523","1,720","1,806",0,"1,027","1,012",15,24,0,12/6/2020 14:51,Agree,Agree,,,,,
12/4/2020,50,OR,"81,437","79,717","1,720","2,144",0,"1,003",988,15,30,0,12/5/2020 14:29,Agree,Agree,,,,,
12/3/2020,49,OR,"79,293","77,573","1,720","1,133",0,973,958,15,20,0,12/4/2020 15:00,Agree,Agree,,,,,
12/2/2020,49,OR,"78,160","76,440","1,720","1,506",0,953,938,15,17,0,12/3/2020 15:21,Agree,Agree,,,,,
12/1/2020,49,OR,"76,654","74,934","1,720","1,223",0,936,921,15,24,0,12/2/2020 15:48,Agree,Agree,,,,,
7/16/2021,29,PA,"1,215,767","1,017,641","198,126",415,93,"27,786",,,4,-10,7/17/2021 13:43,Agree,Not agree,,,,,
7/15/2021,28,PA,"1,215,352","1,017,319","198,033",425,125,"27,782",,,10,7,7/16/2021 14:03,Agree,Not agree,,,,,
7/14/2021,28,PA,"1,214,927","1,017,019","197,908",273,71,"27,772",,,13,-8,7/15/2021 14:29,Agree,Not agree,,,,,
7/13/2021,28,PA,"1,214,654","1,016,817","197,837",334,96,"27,759",,,9,4,7/14/2021 14:14,Agree,Not agree,,,,,
